# time,JS220-005622.i,JS220-005622.v
1.273561734706163406e-01,3.748757019639015198e-02,5.104032516479492188e+00
1.275051739066839218e-01,3.881214559078216553e-02,5.103774070739746094e+00
1.276541743427515030e-01,3.727593272924423218e-02,5.104381084442138672e+00
1.278031738474965096e-01,3.804935142397880554e-02,5.103773593902587891e+00
1.279531745240092278e-01,3.873142227530479431e-02,5.103466033935546875e+00
1.281021749600768089e-01,4.176146164536476135e-02,5.102157592773437500e+00
1.282511744648218155e-01,2.549564279615879059e-02,5.109396934509277344e+00
1.284001749008893967e-01,1.737997680902481079e-02,5.112553596496582031e+00
1.285491753369569778e-01,1.972665823996067047e-02,5.111733913421630859e+00
1.286981757730245590e-01,2.043280750513076782e-02,5.111684322357177734e+00
1.288471752777695656e-01,2.243777364492416382e-02,5.110689163208007812e+00
1.289971759542822838e-01,2.323864214122295380e-02,5.110314846038818359e+00
1.291461763903498650e-01,2.260271646082401276e-02,5.110485076904296875e+00
1.292951758950948715e-01,2.234394475817680359e-02,5.110416889190673828e+00
1.294441763311624527e-01,2.388489060103893280e-02,5.109761238098144531e+00
1.295931767672300339e-01,2.155531197786331177e-02,5.110983848571777344e+00
1.297421772032976151e-01,1.766724698245525360e-02,5.112582206726074219e+00
1.298911767080426216e-01,1.858618482947349548e-02,5.112044334411621094e+00
1.300401771441102028e-01,2.001680620014667511e-02,5.111438274383544922e+00
1.301901778206229210e-01,2.206514775753021240e-02,5.110891342163085938e+00
1.303391773253679276e-01,2.236730046570301056e-02,5.110430240631103516e+00
1.304881777614355087e-01,2.271240390837192535e-02,5.110315799713134766e+00
1.306371781975030899e-01,2.237614430487155914e-02,5.110656261444091797e+00
