# time,JS220-005622.i,JS220-005622.v
2.715404611080884933e-02,2.006747573614120483e-01,5.034309387207031250e+00
2.719204593449831009e-02,1.995909661054611206e-01,5.036387920379638672e+00
2.723004575818777084e-02,1.993107944726943970e-01,5.035842895507812500e+00
2.726804558187723160e-02,1.989557445049285889e-01,5.035960674285888672e+00
2.730604633688926697e-02,1.980023682117462158e-01,5.035756587982177734e+00
2.734404616057872772e-02,2.012902945280075073e-01,5.034211635589599609e+00
2.738204598426818848e-02,2.024884968996047974e-01,5.034491539001464844e+00
2.742004580795764923e-02,2.010281980037689209e-01,5.034554481506347656e+00
2.745804656296968460e-02,2.016031444072723389e-01,5.034170627593994141e+00
2.749704662710428238e-02,2.009263783693313599e-01,5.034658432006835938e+00
2.753504645079374313e-02,1.995364278554916382e-01,5.034505844116210938e+00
2.757304627448320389e-02,1.997257024049758911e-01,5.034977436065673828e+00
2.761104609817266464e-02,2.013180553913116455e-01,5.034508705139160156e+00
2.764904685318470001e-02,1.979373991489410400e-01,5.035522460937500000e+00
2.768704667687416077e-02,1.991312950849533081e-01,5.035634994506835938e+00
2.772504650056362152e-02,1.995709389448165894e-01,5.034977436065673828e+00
2.776304632425308228e-02,2.010979503393173218e-01,5.034430503845214844e+00
2.780104707926511765e-02,2.005283683538436890e-01,5.034124851226806641e+00
2.783904690295457840e-02,2.028028517961502075e-01,5.033843517303466797e+00
2.787704672664403915e-02,2.020898312330245972e-01,5.034438610076904297e+00
2.791504655033349991e-02,2.009406387805938721e-01,5.034860134124755859e+00
2.795304730534553528e-02,2.014720737934112549e-01,5.034032344818115234e+00
2.799104712903499603e-02,2.017476707696914673e-01,5.034272670745849609e+00
2.802904695272445679e-02,2.030331790447235107e-01,5.034302711486816406e+00
2.806704677641391754e-02,2.015673220157623291e-01,5.035070896148681641e+00
2.810504753142595291e-02,2.011632323265075684e-01,5.035749435424804688e+00
2.814304735511541367e-02,2.012869119644165039e-01,5.034406185150146484e+00
2.818104717880487442e-02,2.018990814685821533e-01,5.034200191497802734e+00
2.821904700249433517e-02,2.013635635375976562e-01,5.034881591796875000e+00
2.825704775750637054e-02,2.004360407590866089e-01,5.035472869873046875e+00
2.829504758119583130e-02,2.004731744527816772e-01,5.035310268402099609e+00
2.833304740488529205e-02,2.000526487827301025e-01,5.035407066345214844e+00
2.837104815989732742e-02,2.006016075611114502e-01,5.035027503967285156e+00
2.840904798358678818e-02,2.014342844486236572e-01,5.034478664398193359e+00
2.844704780727624893e-02,2.023355066776275635e-01,5.034394741058349609e+00
2.848504763096570969e-02,2.015006244182586670e-01,5.034643650054931641e+00
2.852304838597774506e-02,2.003976851701736450e-01,5.034585475921630859e+00
2.856104820966720581e-02,2.008346170186996460e-01,5.034439086914062500e+00
2.859904803335666656e-02,2.013300359249114990e-01,5.034734249114990234e+00
2.863704785704612732e-02,2.005727589130401611e-01,5.034615039825439453e+00
2.867604792118072510e-02,2.011362314224243164e-01,5.034843444824218750e+00
2.871404867619276047e-02,2.002316564321517944e-01,5.034607410430908203e+00
2.875204849988222122e-02,2.005998939275741577e-01,5.034668445587158203e+00
2.879004832357168198e-02,2.024182230234146118e-01,5.033710002899169922e+00
